language,V1,V_total,H_neg_hostility,V_share,H_share
english,1,109.16493826,69.69998869879001,0.013201709791375577,0.01470865436696104
english,2,4.21551175,1.80402567241,0.000509797043196109,0.000380700062940811
english,3,6.65710261,2.6870321842,0.0008050674338248731,0.0005670392263777269
english,4,22.08869467,11.687430782729999,0.002671265530413396,0.0024663760070873695
english,5,267.4801461,172.05725872024001,0.03234733899044244,0.0363089119107237
english,6,19.93472809,10.89195571449,0.0024107785815566563,0.0022985084355897577
english,7,16.035103200000002,9.51543016351,0.001939182875887955,0.002008022899872491
english,8,149.19159601,89.01552634262,0.018042277907446568,0.018784775072559556
english,9,311.04211798,163.29852657324,0.037615445397740685,0.034460573535810154
english,10,215.36880073999998,130.50241355717,0.026045326006728355,0.02753967297414995
english,11,61.59974481,33.84533285823,0.0074494793581758745,0.007142315404064002
english,12,267.86641447,152.12081546417,0.03239405181787227,0.03210176268969153
english,13,57.60509584,34.23452931163,0.006966392047717688,0.0072244467819993176
english,14,111.79138022999999,57.70608301719,0.013519334893578686,0.012177603552262021
english,15,108.65305808000001,48.38511849098,0.013139806274623503,0.010210618361271486
english,16,60.73605418,34.11286972724001,0.007345030134564961,0.007198773194232272
english,17,92.03262256,55.92259266278,0.011129837049717988,0.01180123701792597
english,18,29.099182019999997,18.316886567989997,0.003519069055665988,0.003865377292551457
english,19,74.49638940999999,40.62767768172,0.009009117113717907,0.00857358056878839
english,20,59.47666406,31.92554421129,0.0071927275441602745,0.0067371861035775225
english,21,47.89170724,29.213170191529997,0.00579171692370818,0.0061647990384521125
english,22,44.89789426,26.485630903710003,0.005429664319991412,0.0055892116760176075
english,23,100.09801726,74.52841019841,0.012105214326336794,0.01572758685607272
english,24,42.705988100000006,23.07805778641,0.005164589200859947,0.004870118084351303
english,25,354.22898071,190.71714707375,0.04283818850234008,0.040246672209422636
english,26,488.68151871,275.21368974428,0.05909801895414999,0.05807781486161041
english,27,78.94469628999998,48.60018154453999,0.009547066911782852,0.010256002703234401
english,28,299.08836705,192.09416523663998,0.03616983517515816,0.040537261700082455
english,29,210.25353216,122.85917095554,0.025426718124248144,0.02592673420946749
english,30,99.00258534,58.65027404006001,0.011972739792529922,0.012376854365225547
english,31,163.91727756999998,95.57902378736999,0.01982310770072978,0.020169857296467225
english,32,217.16031449999997,107.28004943973,0.026261980228530286,0.022639102202707734
english,33,264.512463,139.12996618114,0.03198844636737644,0.029360328786981457
english,34,229.35022948,139.04268282014002,0.027736150621630474,0.02934190954742486
english,35,196.12140937,111.80562663451,0.023717669534257534,0.023594126041473085
english,36,21.50203144,12.772200542,0.0026003182296483393,0.0026952928800267045
english,37,114.09351671,68.42594844847,0.013797740562958662,0.014439796106846588
english,38,300.53971346,168.31289332023002,0.03634535173218621,0.03551874569232787
english,39,11.0087806,7.98641464949,0.0013313315516377546,0.0016853577009636157
english,40,126.67265504,71.88803455186999,0.015318981139880037,0.015170393468972898
english,41,264.78976709999995,154.71245760640002,0.03202198175255147,0.03264867193924172
english,42,102.26979616,56.908695195770015,0.012367855383308273,0.012009332336144964
english,43,344.89373618,162.31008273214005,0.04170924370485336,0.03425198413585028
english,44,456.78144261000006,253.59277332804,0.05524022767329048,0.05351519451402709
english,45,764.55021787,461.47993879018003,0.09245981592746526,0.09738522263302649
english,46,39.67520118,23.035397772569997,0.004798065205197157,0.004861115623797486
english,47,373.27257306000007,216.00368376056997,0.04514119882412654,0.045582841342408045
english,48,98.63076812,52.77747508384,0.011927774594801462,0.011137528913007944
english,49,129.15404998,76.15136438776,0.015619065181494626,0.016070075752702556
english,50,239.77542401000002,149.71435476421,0.028996907004562693,0.03159393192322828
